id,villeLowerCase,zipCode,long,lat
25294,regnauville,62140,2.01667,50.3167
25295,tortefontaine,62140,1.91667,50.3167
25296,tollent,62390,2.01667,50.2833
25297,beuvrequen,62250,1.66667,50.8
25298,rety,62720,1.76667,50.8
25299,hervelinghen,62179,1.71667,50.8833
25300,zutkerque,62370,2.06667,50.85
25301,zudausques,62500,2.15,50.75
25302,aumerval,62550,2.4,50.5167
25303,saint remy au bois,62870,1.87417,50.367
25304,campagne les hesdin,62870,1.86667,50.4
25305,offin,62990,1.95,50.45
25306,estree cauchy,62690,2.61667,50.4
25307,cremarest,62240,1.78333,50.7
25308,nort leulinghem,62890,2.1,50.8
25309,roquetoire,62120,2.35,50.6667
25310,lagnicourt marcel,62159,2.95,50.15
25311,saint josse,62170,1.66667,50.4667
25312,billy montigny,62420,2.9,50.4167
25313,douvrin,62138,2.83333,50.5167
25314,rimboval,62990,1.98333,50.5
25315,nesles,62152,1.65,50.6167
25316,flers,62270,2.25,50.3167
25317,sains les fressin,62310,2.05,50.4667
25318,vacquerie le boucq,62270,2.21667,50.2667
25319,saint michel sur ternoise,62130,2.36139,50.3753
25320,eleu dit leauwette,62300,2.81667,50.4167
25321,lepine,62170,1.71667,50.3833
25322,gouy sous bellonne,62112,3.05,50.3167
25323,bois bernard,62320,2.91667,50.3833
25324,ligny sur canche,62270,2.25,50.2833
25325,ouve wirquin,62380,2.13333,50.65
25326,sauchy lestree,62860,3.11667,50.2333
25327,beaufort blavincourt,62810,2.5,50.2833
25328,fouquieres les lens,62740,2.91667,50.4333
25329,haravesnes,62390,2.13333,50.2833
25330,haplincourt,62124,2.93333,50.0833
25331,auxi le chateau,62390,2.11667,50.2333
25332,mazingarbe,62670,2.7,50.4667
25333,villers chatel,62690,2.58333,50.3833
25334,pronville,62860,3,50.1667
25335,humbercamps,62158,2.58333,50.1833
25336,ytres,62124,3,50.0667
25337,villers brulin,62690,2.53333,50.3667
25338,setques,62380,2.15,50.7167
25339,seninghem,62380,2.03333,50.7
25340,recourt,62860,3.03333,50.25
25341,isques,62360,1.65,50.6667
25342,escalles,62179,1.71667,50.9167
25343,la couture,62136,2.71667,50.5833
25344,lumbres,62380,2.13333,50.7
25345,conteville les boulogne,62126,1.73333,50.75
25346,bezinghem,62650,1.81667,50.6
25347,wardrecques,62120,2.35,50.7167
25348,bomy,62960,2.23333,50.5667
25349,ecoivres,62270,2.29167,50.325
25350,wavrans sur l aa,62380,2.13333,50.6833
25351,equihen plage,62224,1.56667,50.6833
25352,maroeuil,62161,2.7,50.3167
25353,floringhem,62550,2.43333,50.5
25354,ourton,62460,2.48333,50.45
25355,chocques,62920,2.56667,50.5333
25356,plouvain,62118,2.91667,50.3
25357,conchil le temple,62180,1.66667,50.3667
25358,allouagne,62157,2.5,50.5333
25359,havrincourt,62147,3.08333,50.1167
25360,boisleux au mont,62175,2.78333,50.2
25361,neulette,62770,2.16667,50.3833
25362,grevillers,62450,2.81667,50.1
25363,bonningues les calais,62340,1.78333,50.8833
25364,noyellette,62123,2.6,50.3
25365,neuve chapelle,62840,2.78333,50.5833
25366,mentque nortbecourt,62890,2.09167,50.7703
25367,linghem,62120,2.36667,50.6
25368,simencourt,62123,2.65,50.2667
25369,monchel sur canche,62270,2.21667,50.3
25370,longuenesse,62219,2.23333,50.7333
25371,belle et houllefort,62142,1.75,50.75
25372,ligny saint flochel,62127,2.43333,50.35
25373,lens,62300,2.83333,50.4333
25374,blendecques,62575,2.26667,50.7167
25375,pressy,62550,2.4,50.4833
25376,ambleteuse,62164,1.6,50.8
25377,therouanne,62129,2.25,50.6333
25378,vendin le vieil,62880,2.86667,50.4667
25379,sailly en ostrevent,62490,3,50.2833
25380,estree,62170,1.78333,50.5
25381,ficheux,62173,2.73333,50.2333
25382,herlincourt,62130,2.3,50.35
25383,benifontaine,62410,2.83333,50.4833
25384,vieil moutier,62240,1.91667,50.6833
25385,chelers,62127,2.48333,50.3667
25386,westrehem,62960,2.35,50.55
25387,vaudricourt,62131,2.63333,50.5
25388,ecurie,62223,2.76667,50.3333
25389,houdain,62150,2.53333,50.45
25390,aix noulette,62160,2.7,50.4167
25391,beaurains,62217,2.78333,50.2667
25392,verchocq,62560,2.03333,50.5667
25393,berck,62600,1.59278,50.4084
25394,fontaine les hermans,62550,2.35,50.5333
25395,blingel,62770,2.15,50.4167
25396,neufchatel hardelot,62152,1.63333,50.6167
25397,longfosse,62240,1.8,50.65
25398,saint martin boulogne,62280,1.63333,50.7167
25399,violaines,62138,2.78333,50.5333
25400,flechin,62960,2.28333,50.55
25401,vaudringhem,62380,2.03333,50.6667
25402,groffliers,62600,1.61667,50.3833
25403,quernes,62120,2.36667,50.6
25404,wirwignes,62240,1.76667,50.6833
25405,maintenay,62870,1.81667,50.3667
25406,canettemont,62270,2.36667,50.2833
25407,sains en gohelle,62114,2.68333,50.45
25408,wailly,62217,2.725,50.2417
25409,nempont saint firmin,62180,1.73333,50.35
25410,landrethun le nord,62250,1.78333,50.85
25411,rougefay,62390,2.16667,50.2667
25412,bapaume,62450,2.85,50.1
25413,achicourt,62217,2.76667,50.2667
25414,rebreuve sur canche,62270,2.35,50.2667
25415,ecourt saint quentin,62860,3.06667,50.25
25416,wanquetin,62123,2.61667,50.2667
25417,ivergny,62810,2.4,50.2333
25418,bainghen,62850,1.9,50.75
25419,foncquevillers,62111,2.63333,50.1333
25420,sainte catherine,62223,2.76667,50.3
25421,hernicourt,62130,2.3,50.4
25422,aubigny en artois,62690,2.59056,50.3509
25423,leulinghem,62500,2.16667,50.7333
25424,dennebroeucq,62560,2.15,50.5667
25425,monchy breton,62127,2.43333,50.4
25426,bealencourt,62770,2.11667,50.4333
25427,calonne ricouart,62470,2.48333,50.4833
25428,alembon,62850,1.88333,50.7833
25429,noyelles les humieres,62770,2.17584,50.3737
25430,roeux,62118,2.89639,50.2976
25431,oeuf en ternois,62130,2.21667,50.3667
25432,queuille,63780,2.85,45.9667
25433,ceyssat,63210,2.89667,45.7659
25434,dallet,63111,3.23333,45.7667
25435,bongheat,63160,3.43333,45.7333
25436,glaine montaigut,63160,3.4,45.75
25437,montel de gelat,63380,2.58333,45.9333
25438,saint herent,63340,3.16667,45.4667
25439,tours sur meymont,63590,3.58333,45.6667
25440,chas,63160,3.3,45.75
25441,pont du chateau,63430,3.25,45.8
25442,chateauneuf les bains,63390,2.9,46.0333
25443,thuret,63260,3.26667,45.9667
25444,condat les montboissier,63490,3.49973,45.5506
25445,cournon d auvergne,63800,3.21667,45.75
25446,cunlhat,63590,3.58333,45.6333
25447,verneugheol,63470,2.53333,45.7667
25448,espinasse,63390,2.71111,46.0378
25449,sauvagnat,63470,2.61667,45.7667
25450,seychalles,63190,3.33333,45.8
25451,saint julien de coppel,63160,3.31667,45.7
25452,chambon sur lac,63790,2.9,45.5667
25453,chambon sur dolore,63980,3.61667,45.5
25454,sugeres,63490,3.41667,45.6
25455,coudes,63114,3.21667,45.6167
25456,courgoul,63320,3.05,45.5167
25457,augerolles,63930,3.61695,45.7228
25458,saint antheme,63660,3.91667,45.5167
25459,augnat,63340,3.2,45.4167
25460,singles,63690,2.53333,45.55
25461,la tour d auvergne,63680,2.7,45.5333
25462,saint romain,63660,3.9,45.4833
25463,orbeil,63500,3.28333,45.5667
25464,saurier,63320,3.05,45.5333
25465,saint laure,63350,3.28333,45.9
25466,orcines,63870,3.01667,45.7833
25467,sayat,63530,3.06667,45.8333
25468,chaptuzat,63260,3.16667,46.0333
25469,saint genes champespe,63850,2.73333,45.4167
25470,yronde et buron,63270,3.25,45.6167
25471,le vernet sainte marguerite,63710,2.95,45.6
25472,cisternes la foret,63740,2.7,45.7833
25473,saint angel,63410,2.93417,45.9962
25474,saint julien puy laveze,63820,2.68333,45.6667
25475,enval,63530,3.05,45.9
25476,saint dier d auvergne,63520,3.5,45.6833
25477,bussieres et pruns,63260,3.23333,46
25478,ambert,63600,3.75,45.55
25479,cellule,63200,3.13333,45.95
25480,manzat,63410,2.93333,45.9667
25481,chabreloche,63250,3.7,45.8833
25482,saint diery,63320,3.03333,45.55
25483,sainte agathe,63120,3.61667,45.8167
25484,clemensat,63320,3.10445,45.5628
25485,clermont ferrand,63000-63100,3.08333,45.7833
25486,ravel,63190,3.4,45.7833
25487,le crest,63450,3.13333,45.6833
25488,saint amant roche savine,63890,3.63333,45.5667
25489,saint germain pres herment,63470,2.55,45.75
25490,saint maigner,63330,2.7,46.0833
25491,aurieres,63210,2.91667,45.6833
25492,lapeyrouse,63700,2.86667,46.2167
25493,viverols,63840,3.88333,45.4333
25494,escoutoux,63300,3.58333,45.8167
25495,tallende,63450,3.13333,45.6667
25496,champeix,63320,3.13333,45.5833
25497,la monnerie le montel,63650,3.6,45.8667
25498,issoire,63500,3.25,45.55
25499,saint ignat,63720,3.26667,45.9167
25500,messeix,63750,2.55,45.6167
25501,giat,63620,2.48333,45.8
25502,menetrol,63200,3.13333,45.8667
25503,surat,63720,3.25,45.9333
25504,roche charles la mayrand,63420,3.03028,45.4587
25505,saint martin des olmes,63600,3.8,45.5333
25506,tourzel ronzieres,63320,3.13333,45.5333
25507,la chaulme,63660,3.94464,45.4667
25508,ludesse,63320,3.11667,45.6167
25509,blot l eglise,63440,2.95,46.0333
25510,sauviat,63120,3.55,45.7167
25511,dore l eglise,63220,3.75,45.3833
25512,bas et lezat,63310,3.3,46.0167
25513,saint pardoux,63440,3.01723,46.0567
25514,mareugheol,63340,3.18333,45.4833
25515,murat le quaire,63150,2.73333,45.6
25516,montpensier,63260,3.21667,46.0333
25517,paslieres,63290,3.5,45.9333
25518,saint eloy les mines,63700,2.83333,46.15
25519,saint remy de chargnat,63500,3.33333,45.5167
25520,saint priest bramefant,63310,3.43333,46.0333
25521,dorat,63300,3.48333,45.8833
25522,saint bonnet pres orcival,63210,2.86667,45.7
25523,lastic,63760,2.56806,45.7103
25524,tremouille saint loup,63810,2.56667,45.5
25525,saint gervazy,63340,3.23333,45.4167
25526,effiat,63260,3.25,46.0333
25527,voingt,63620,2.53333,45.8
25528,chateaugay,63119,3.1,45.85
25529,saint clement de regnat,63310,3.3,46
25530,beauregard vendon,63460,3.1,45.9667
25531,chanonat,63450,3.1,45.6833
25532,la roche noire,63800,3.23333,45.7
25533,crevant laveine,63350,3.38333,45.9167
25534,mozac,63200,3.1,45.8833
25535,perpezat,63210,2.775,45.6833
25536,biollet,63640,2.68333,46
25537,ceyrat,63122,3.06667,45.7333
25538,auzelles,63590,3.53333,45.6167
25539,lempdes,63370,3.21667,45.7667
25540,martres sur morge,63720,3.21667,45.9333
25541,laps,63270,3.26667,45.6667
25542,chamalieres,63400,3.06667,45.7833
25543,teilhet,63560,2.81667,46.1
25544,flat,63500,3.3,45.5667
25545,vassel,63910,3.31667,45.7667
25546,saint georges sur allier,63800,3.25,45.7
25547,vernines,63210,2.88333,45.6667
25548,marsat,63200,3.08333,45.8833
25549,sainte catherine,63580,3.48333,45.45
25550,les pradeaux,63500,3.3,45.5167
25551,bouzel,63910,3.31667,45.7833
25552,varennes sur usson,63500,3.3,45.5333
25553,laqueuille,63820,2.73333,45.65
25554,saint remy sur durolle,63550,3.6,45.8833
25555,la celle,63620,2.47611,45.8542
25556,brenat,63500,3.31667,45.55
25557,orcet,63670,3.18333,45.7
25558,les ancizes comps,63770,2.8,45.9167
25559,youx,63700,2.8,46.1333
25560,ars les favets,63700,2.75,46.2
25561,pontgibaud,63230,2.86667,45.8333
25562,marsac en livradois,63940,3.73333,45.4833
25563,orsonnette,63340,3.3,45.4667
25564,nonette,63340,3.28333,45.4833
25565,saint alyre es montagne,63420,3,45.4
25566,la crouzille,63700,2.75,46.1833
25567,marat,63480,3.68333,45.6667
25568,valz sous chateauneuf,63580,3.41667,45.4334
25569,puy guillaume,63290,3.48333,45.95
25570,blanzat,63112,3.08333,45.8333
25571,estandeuil,63520,3.45,45.6833
25572,ennezat,63720,3.21667,45.9
25573,ayat sur sioule,63390,2.9,46.05
25574,ternant les eaux,63340,3.15,45.4833
25575,gouttieres,63390,2.76667,46.0667
25576,aulnat,63510,3.16667,45.8
25577,sauxillanges,63490,3.38333,45.5667
25578,chappes,63720,3.23333,45.8667
25579,echandelys,63980,3.55,45.55
25580,vensat,63260,3.18333,46.05
25581,saint saturnin,63450,3.1,45.65
25582,pontaumur,63380,2.68333,45.8667
25583,chassagne,63320,3.08333,45.5
25584,saint gervais sous meymont,63880,3.6,45.6833
25585,saint yvoine,63500,3.23333,45.5833
25586,royat,63130,3.05,45.7667
25587,saint julien la geneste,63390,2.73333,46.05
25588,olliergues,63880,3.63333,45.6667
25589,besse et saint anastaise,63610,2.93278,45.5131
25590,la renaudie,63930,3.73333,45.7333
25591,gelles,63740,2.76667,45.7667
25592,mirefleurs,63730,3.23333,45.7
25593,vodable,63500,3.15,45.5
25594,salledes,63270,3.33333,45.65
25595,le breuil sur couze,63340,3.26667,45.4667
25596,varennes sur morge,63720,3.18333,45.9333
25597,la chapelle marcousse,63420,3.1,45.45
25598,durtol,63830,3.05,45.8
25599,vollore ville,63120,3.6,45.7833
25600,mauzun,63160,3.43333,45.7
25601,thiers,63300,3.56667,45.85
25602,palladuc,63550,3.63333,45.9
25603,esteil,63570,3.36667,45.45
25604,saint avit,63380,2.53333,45.8667
25605,cros,63810,2.60167,45.4739
25606,saint flour,63520,3.51667,45.7
25607,baffie,63600,3.81667,45.4667
25608,antoingt,63340,3.18333,45.5
25609,saint maurice,63270,3.23333,45.6667
25610,orcival,63210,2.85,45.6833
25611,saint bonnet pres riom,63200,3.1,45.9333
25612,trezioux,63520,3.48333,45.7167
25613,sardon,63260,3.21667,45.9667
25614,saulzet le froid,63970,2.91667,45.6333
25615,saint cirgues sur couze,63320,3.15,45.55
25616,espirat,63160,3.33333,45.75
25617,neronde sur dore,63120,3.53333,45.8
25618,thiolieres,63600,3.7,45.5833
25619,billom,63160,3.35,45.7167
25620,pardines,63500,3.17334,45.5623
25621,bergonne,63500,3.23333,45.5
25622,manglieu,63270,3.35,45.6167
25623,champs,63440,3.08333,46.05
25624,tauves,63690,2.63333,45.5667
25625,saint sulpice,63760,2.63333,45.65
25626,chadeleuf,63320,3.18333,45.5833
25627,les martres de veyre,63730,3.19,45.6842
25628,artonne,63460,3.13333,46
25629,vichel,63340,3.23333,45.4333
25630,saint myon,63460,3.11667,46
25631,lezoux,63190,3.38333,45.8333
25632,cebazat,63118,3.1,45.8333
25633,olloix,63450,3.05,45.6167
25634,saint gervais d auvergne,63390,2.81667,46.0333
25635,doranges,63220,3.61667,45.4
25636,saint sauveur la sagne,63220,3.66667,45.3948
25637,la chapelle agnon,63590,3.63778,45.6334
25638,larodde,63690,2.55,45.5333
25639,saint priest des champs,63640,2.76667,45.9833
25640,olby,63210,2.88333,45.75
25641,aubusson d auvergne,63120,3.61667,45.75
25642,moriat,63340,3.26139,45.405
25643,ris,63290,3.5,46
25644,jozerand,63460,3.1,46.0333
25645,lachaux,63290,3.59278,45.9939
25646,picherande,63113,2.78333,45.4667
25647,brousse,63490,3.46667,45.6
25648,anzat le luguet,63420,3.05,45.3333
25649,miremont,63380,2.71667,45.9
25650,moissat,63190,3.35,45.7667
25651,lamontgie,63570,3.33333,45.4667
25652,gimeaux,63200,3.08333,45.95
25653,medeyrolles,63220,3.8,45.4
25654,fournols,63980,3.58333,45.5167
25655,tralaigues,63380,2.6,45.9
25656,randan,63310,3.36667,46.0167
25657,chanat la mouteyre,63530,3.01667,45.8333
25658,briffons,63820,2.66667,45.7
25659,saint jacques d ambur,63230,2.78333,45.9
25660,pulverieres,63230,2.91667,45.8833
25661,compains,63610,2.93333,45.45
25662,landogne,63380,2.66667,45.8667
25663,job,63990,3.75,45.6167
25664,chavaroux,63720,3.26667,45.85
25665,fernoel,63620,2.45,45.8167
25666,montfermy,63230,2.81667,45.8833
25667,dauzat sur vodable,63340,3.1,45.4833
25668,saint jean en val,63490,3.36667,45.5167
25669,rochefort montagne,63210,2.81667,45.6833
25670,montaigut,63700,2.80833,46.1833
25671,saint jean d heurs,63190,3.45,45.8167
25672,culhat,63350,3.33333,45.8667
25673,la cellette,63330,2.73333,46.1
25674,prondines,63470,2.68333,45.7667
25675,vic le comte,63270,3.25,45.6333
25676,egliseneuve pres billom,63160,3.4,45.7167
25677,saint genes du retz,63260,3.21667,46.0667
25678,gerzat,63360,3.15,45.8333
25679,saint bonnet les allier,63800,3.25,45.75
25680,teilhede,63460,3.06667,45.95
25681,aydat,63970,2.98333,45.6667
25682,saint etienne sur usson,63580,3.41667,45.5
25683,saint pierre roche,63210,2.83333,45.7333
25684,viscomtat,63250,3.67611,45.8284
25685,jumeaux,63570,3.35,45.4333
25686,sauret besserve,63390,2.81667,46
25687,tortebesse,63470,2.65,45.7333
25688,perrier,63500,3.21667,45.55
25689,bulhon,63350,3.38333,45.9
25690,riom,63200,3.11667,45.9
25691,bansat,63570,3.35,45.4833
25692,yssac la tourette,63200,3.08333,45.9333
25693,creste,63320,3.05,45.55
25694,aubiere,63170,3.11667,45.75
25695,durmignat,63700,2.9,46.1833
25696,saint hilaire la croix,63440,3.05,46.05
25697,valbeleix,63610,3,45.4667
25698,collanges,63340,3.23333,45.4333
25699,saint andre le coq,63310,3.31667,45.9667
25700,eglisolles,63840,3.88333,45.45
25701,condat en combraille,63380,2.56361,45.8525
25702,peslieres,63580,3.46667,45.4333
25703,celles sur durolle,63250,3.63333,45.85
25704,vernet la varenne,63580,3.46667,45.4667
25705,saint pierre le chastel,63230,2.85,45.8
25706,neuf eglise,63560,2.9,46.1
25707,la godivelle,63850,2.93333,45.3833
25708,chateau sur cher,63330,2.55,46.1167
25709,vollore montagne,63120,3.68333,45.7833
25710,charbonnieres les varennes,63410,2.99972,45.9078
25711,vertaizon,63910,3.3,45.7667
25712,isserteaux,63270,3.4,45.65
25713,egliseneuve des liards,63490,3.43333,45.5667
25714,gignat,63340,3.23333,45.4833
25715,savennes,63750,2.51667,45.6
25716,bussieres,63330,2.63333,46.0667
25717,nebouzat,63210,2.9,45.7167
25718,plauzat,63730,3.15,45.6167
25719,saint vincent,63320,3.15,45.55
25720,saint jean saint gervais,63570,3.38333,45.4167
25721,boudes,63340,3.2,45.4667
25722,charbonnier les mines,63340,3.28333,45.4167
25723,saint beauzire,63360,3.18333,45.85
25724,lisseuil,63440,2.91667,46.0667
25725,menat,63560,2.9,46.1
25726,saint bonnet le chastel,63630,3.63333,45.45
25727,pionsat,63330,2.7,46.1
25728,olmet,63880,3.66139,45.71
25729,charensat,63640,2.65,45.9833
25730,la sauvetat,63730,3.18333,45.6333
25731,luzillat,63350,3.38333,45.9333
25732,bertignat,63480,3.68333,45.6167
25733,saint ours,63230,2.9,45.85
25734,le monestier,63890,3.66667,45.5667
25735,egliseneuve d entraigues,63850,2.82722,45.4081
25736,le brugeron,63880,3.71667,45.7167
25737,beurieres,63220,3.77445,45.4395
25738,saint etienne des champs,63380,2.58333,45.8333
25739,champagnat le jeune,63580,3.43333,45.45
25740,la forie,63600,3.76667,45.6
25741,saint donat,63680,2.71667,45.4667
25742,beaumont,63110,3.1,45.75
25743,murol,63790,2.95,45.5833
25744,clerlande,63720,3.18333,45.9167
25745,heume l eglise,63210,2.73333,45.7167
25746,saint sandoux,63450,3.11667,45.6333
25747,saint germain lembron,63340,3.25,45.45
25748,joze,63350,3.31667,45.8667
25749,sauvessanges,63840,3.86667,45.3833
25750,grandrif,63600,3.81667,45.5
25751,bort l etang,63190,3.43333,45.7833
25752,volvic,63530,3.05,45.8667
25753,saint eloy la glaciere,63890,3.57361,45.5609
25754,saint agoulin,63260,3.13333,46.0333
25755,saint denis combarnazat,63310,3.33333,45.9667
25756,saint quintin sur sioule,63440,3.06667,46.1
25757,sainte christine,63390,2.83333,46.0667
25758,champetieres,63600,3.7,45.5167
25759,aveze,63690,2.6,45.6
25760,meilhaud,63320,3.16667,45.55
25761,charnat,63290,3.43333,45.95
25762,le cendre,63670,3.2,45.7333
25763,pouzol,63440,2.96972,46.0906
25764,chauriat,63117,3.28333,45.75
25765,vergheas,63330,2.61667,46.0333
25766,le cheix,63200,3.17361,45.9584
25767,maringues,63350,3.33333,45.9167
25768,saint hilaire,63330,2.63333,46.1083
25769,vertolaye,63480,3.7,45.65
25770,saint pierre colamine,63610,3.01667,45.5333
25771,pessat villeneuve,63200,3.15,45.9333
25772,brassac les mines,63570,3.33333,45.4
25773,mazaye,63230,2.86667,45.7833
25774,buxieres sous montaigut,63700,2.85,46.2
25775,rentieres,63420,3.1,45.4167
25776,mont dore,63240,2.80889,45.5764
25777,chatel guyon,63140,3.06667,45.9167
25778,moureuille,63700,2.91667,46.1667
25779,mons,63310,3.41667,46
25780,limons,63290,3.43333,45.9667
25781,parentignat,63500,3.3,45.5333
25782,neschers,63320,3.16667,45.5833
25783,domaize,63520,3.55,45.6833
25784,valcivieres,63600,3.8,45.5833
25785,fayet le chateau,63160,3.41667,45.6833
25786,sermentizon,63120,3.51667,45.7667
25787,mayres,63220,3.7,45.3833
25788,espinchal,63850,2.88111,45.3942
25789,saint sauves d auvergne,63950,2.68333,45.6
25790,saint nectaire,63710,3,45.6
25791,veyre monton,63960,3.16667,45.6833
25792,busseol,63270,3.25,45.6833
25793,chalus,63340,3.21667,45.4667
25794,la moutade,63200,3.15,45.9667
25795,beauregard l eveque,63116,3.3,45.8167
25796,le broc,63500,3.25,45.5
25797,la roche blanche,63670,3.13333,45.7
25798,combronde,63460,3.08333,45.9833
25799,mezel,63115,3.23333,45.75
25800,lempty,63190,3.33333,45.8333
25801,saint bonnet le bourg,63630,3.61667,45.4333
25802,villeneuve les cerfs,63310,3.33333,46.0167
25803,novacelles,63220,3.65,45.4333
25804,verrieres,63320,3.05,45.5667
25805,chastreix,63680,2.75,45.5167
25806,usson,63490,3.35,45.5333
25807,charbonnieres les vieilles,63410,3,46
25808,villeneuve,63340,3.2,45.4833
25809,arconsat,63250,3.7,45.9
25810,virlet,63330,2.69806,46.155
25811,montcel,63460,3.05,46.0167
25812,noalhat,63290,3.45,45.9167
25813,chameane,63580,3.46667,45.5167
25814,courpiere,63120,3.55,45.75
25815,solignat,63500,3.18333,45.5167
25816,saint genes champanelle,63122,3.01667,45.7167
25817,la chapelle sur usson,63580,3.4,45.4667
25818,saint jean des ollieres,63520,3.45,45.65
25819,malintrat,63510,3.2,45.8167
25820,la bourboule,63150,2.75,45.5833
25821,saint hilaire les monges,63380,2.66667,45.8167
25822,montaigut le blanc,63320,3.1,45.5833
25823,reignat,63160,3.35889,45.7492
25824,auzat la combelle,63570,3.31667,45.45
25825,saint victor montvianeix,63550,3.6,45.9333
25826,saint genes la tourette,63580,3.48333,45.5167
25827,cournols,63450,3.05,45.65
25828,parent,63270,3.25,45.6333
25829,arlanc,63220,3.73333,45.4167
25830,saint maurice pres pionsat,63330,2.6,46.0667
25831,perignat sur allier,63800,3.25,45.7333
25832,aubiat,63260,3.16927,45.9785
25833,prompsat,63200,3.06667,45.95
25834,saint floret,63320,3.11667,45.55
25835,orleat,63190,3.43333,45.8667
25836,saint ferreol des cotes,63600,3.71667,45.5333
25837,combrailles,63380,2.63333,45.8333
25838,aulhat saint privat,63500,3.31667,45.5667
25839,perignat les sarlieve,63170,3.15,45.7333
25840,saint clement de valorgue,63660,3.92195,45.5003
25841,saint martin des plains,63570,3.31667,45.4833
25842,bromont lamothe,63230,2.83333,45.8333
25843,labessette,63690,2.53333,45.5
25844,montmorin,63160,3.36667,45.6833
25845,sauvagnat sainte marthe,63500,3.21667,45.5833
25846,neuville,63160,3.43333,45.7417
25847,saint just,63600,3.79167,45.4667
25848,corent,63730,3.2,45.6667
25849,chaumont le bourg,63220,3.77139,45.4498
25850,montpeyroux,63114,3.21667,45.6167
25851,authezat,63730,3.2,45.6333
25852,pignols,63270,3.28333,45.65
25853,beaumont les randan,63310,3.38333,46
25854,saint babel,63500,3.3,45.6
25855,aigueperse,63260,3.2,46.0167
25856,aix la fayette,63980,3.53333,45.5167
25857,saint quentin sur sauxillanges,63490,3.4,45.55
25858,grandval,63890,3.66667,45.6
25859,chidrac,63320,3.16667,45.55
25860,davayat,63200,3.11667,45.95
25861,saint gal sur sioule,63440,3.01667,46.1167
25862,saint remy de blot,63440,2.93333,46.0833
25863,marcillat,63440,3.05,46.0833
25864,fayet ronaye,63630,3.55,45.4167
25865,chateldon,63290,3.51667,45.9667
25866,chapdes beaufort,63230,2.86667,45.8833
25867,roche d agoux,63330,2.63333,46.05
25868,servant,63560,2.91667,46.1333
25869,saint sylvestre pragoulin,63310,3.38333,46.05
25870,saint georges de mons,63780,2.83333,45.9333
25871,peschadoires,63920,3.51667,45.8167
25872,villosanges,63380,2.64584,45.9139
25873,herment,63470,2.56667,45.75
25874,nohanent,63830,3.06667,45.8167
25875,saint amant tallende,63450,3.11667,45.6667
25876,saillant,63840,3.01667,45.5667
25877,saint germain l herm,63630,3.56667,45.45
25878,ardes,63420,3.12639,45.4037
25879,mazoires,63420,3.08333,45.4
25880,grandeyrolles,63320,3.06667,45.5833
25881,loubeyrat,63410,3.01667,45.9333
25882,lussat,63360,3.23333,45.8333
25883,romagnat,63540,3.1,45.7333
25884,saint pierre la bourlhonne,63480,3.75,45.6667
25885,saint victor la riviere,63790,2.94084,45.5517
25886,bourg lastic,63760,2.56667,45.65
25887,le quartier,63330,2.76667,46.1167
25888,vitrac,63410,2.87722,45.9695
25889,vinzelles,63350,3.3975,45.9259
25890,beaulieu,63570,3.28333,45.45
25891,entraigues,63720,3.26667,45.8833
25892,bagnols,63810,2.63333,45.5
25893,madriat,63340,3.2,45.4333
25894,la goutelle,63230,2.75861,45.8414
25895,saint martin d ollieres,63580,3.46667,45.4167
25896,apchat,63420,3.15,45.3833
25897,malauzat,63200,3.05,45.85
25898,puy saint gulmier,63470,2.63333,45.7833
25899,ceilloux,63520,3.51667,45.65
25900,les martres d artiere,63430,3.26139,45.835
25901,saint alyre d arlanc,63220,3.63333,45.3667
25902,juxue,64120,-1.05,43.2333
25903,saint boes,64300,-0.8,43.5333
25904,lanne en baretous,64570,-0.759722,43.1131
25905,lespourcy,64160,-0.15,43.3667
25906,bidache,64520,-1.13333,43.4833
25907,cuqueron,64360,-0.55,43.3167
25908,saint gladie arrive munein,64390,-0.933333,43.3833
25909,aubous,64330,-0.133333,43.5667
25910,la bastide clairence,64240,0.74389,43.43
25911,boucau,64340,-1.5,43.5333
25912,urcuit,64990,-1.33333,43.4833
25913,came,64520,-1.11667,43.4833
25914,lacq,64170,-0.633333,43.4167
25915,castetnau camblong,64190,-0.783333,43.3333
25916,masparraute,64120,-1.08333,43.3833
25917,goes,64400,-0.583333,43.2
25918,morlanne,64370,-0.533333,43.5167
25919,espechede,64160,-0.183333,43.3167
25920,aldudes,64430,-1.43333,43.1
25921,escot,64490,-0.6,43.0833
25922,ozenx montestrucq,64300,-0.783333,43.45
25923,eysus,64400,-0.583333,43.1333
25924,arthez de bearn,64370,-0.6,43.4667
25925,artiguelouve,64230,-0.466667,43.3167
25926,sauvagnon,64230,-0.383333,43.4
25927,aubertin,64290,-0.483333,43.2667
25928,arcangues,64200,-1.51667,43.4333
25929,pardies pietat,64800,-0.3,43.2167
25930,ilharre,64120,-1.03333,43.3833
25931,jaxu,64220,-1.18333,43.2
25932,argagnon,64300,-0.683333,43.45
25933,tarsacq,64360,-0.533333,43.35
25934,labastide villefranche,64270,-1.01667,43.45
25935,uhart cize,64220,-1.23333,43.1667
25936,carrere,64160,-0.283333,43.4667
25937,sallespisse,64300,-0.716667,43.5333
25938,sault de navailles,64300,-0.666667,43.55
25939,saint girons en bearn,64300,-0.833333,43.55
25940,aste beon,64260,-0.416667,43.0167
25941,beyrie en bearn,64230,-0.466667,43.3667
25942,aurions idernes,64350,-0.133333,43.5333
