id,villeLowerCase,zipCode,long,lat
683,sissy,2240,3.43333,49.8
684,leury,2880,3.33333,49.4333
685,la croix sur ourcq,2210,3.35,49.1667
686,pernant,2200,3.23333,49.3833
687,etreux,2510,3.65,49.9833
688,bruys,2220,3.56667,49.2667
689,fontenelle,2170,3.86667,50.0333
690,cerseuil,2220,3.51667,49.3333
691,voharies,2140,3.8,49.7833
692,saint pierre aigle,2600,3.18333,49.3167
693,saint martin riviere,2110,3.53333,50.05
694,nanteuil notre dame,2210,3.4,49.2
695,selens,2300,3.2,49.5
696,monthenault,2860,3.66667,49.4833
697,saint eugene,2330,3.53333,49.0167
698,etouvelles,2000,3.58333,49.5333
699,faverolles,2600,3.17639,49.2242
700,lislet,2340,4.01667,49.6833
701,vendeuil,2800,3.35,49.7167
702,folembray,2670,3.28333,49.55
703,courbes,2800,3.45,49.6833
704,chacrise,2200,3.4,49.3
705,serches,2220,3.45,49.35
706,acy,2200,3.41667,49.35
707,verneuil sous coucy,2380,3.31667,49.5333
708,bazoches sur vesles,2220,3.61861,49.3073
709,mauregny en haye,2820,3.8,49.5333
710,hartennes et taux,2210,3.35,49.2667
711,vasseny,2220,3.48333,49.35
712,merval,2160,3.7,49.35
713,corcy,2600,3.21667,49.25
714,bony,2420,3.21667,49.9833
715,breny,2210,3.35,49.1833
716,brecy,2210,3.43333,49.15
717,bruyeres sur fere,2130,3.43333,49.1833
718,flavy le martel,2520,3.2,49.7167
719,pancy courtecon,2860,3.65,49.4667
720,bosmont sur serre,2250,3.86667,49.7333
721,missy aux bois,2200,3.25,49.3333
722,surfontaine,2240,3.45,49.7333
723,dagny lambercy,2140,4.03333,49.7667
724,lanchy,2590,3.08333,49.8333
725,vaudesson,2320,3.48333,49.4667
726,coeuvres et valsery,2600,3.15,49.3333
727,epieds,2400,3.45,49.1
728,villeneuve saint germain,2200,3.35,49.3833
729,alaincourt,2240,3.36667,49.75
730,soucy,2600,3.13333,49.3167
731,archon,2360,4.11667,49.7417
732,pargny filain,2000,3.53333,49.4667
733,germaine,2590,3.11667,49.7833
734,la neuville housset,2250,3.71667,49.7833
735,belleau,2400,3.3,49.1
736,paars,2220,3.6,49.3333
737,laniscourt,2000,3.55,49.55
738,sermoise,2220,3.45,49.3667
739,barenton bugny,2000,3.65,49.6333
740,quierzy,2300,3.13333,49.5667
741,cerizy,2240,3.33333,49.75
742,la ferte chevresis,2270,3.56667,49.7333
743,ramicourt,2110,3.33333,49.95
744,bussiares,2810,3.25,49.0833
745,bernot,2120,3.5,49.8667
746,lerzy,2260,3.86667,49.9333
747,samoussy,2840,3.73333,49.5833
748,grougis,2110,3.53333,49.9333
749,macquigny,2120,3.55,49.8833
750,la flamengrie,2260,3.91667,50
751,servais,2700,3.35,49.6167
752,bertricourt,2190,4,49.3833
753,osly courtil,2290,3.21667,49.4
754,verneuil sur serre,2000,3.66667,49.65
755,mayot,2800,3.38333,49.7
756,wassigny,2630,3.6,50.0167
757,barenton cel,2000,3.63333,49.65
758,englancourt,2260,3.8,49.9167
759,athies sous laon,2840,3.68333,49.5667
760,froidestrees,2260,3.9,49.9333
761,la malmaison,2190,3.98333,49.5167
762,manicamp,2300,3.16667,49.5667
763,barenton sur serre,2270,3.68333,49.6667
764,audigny,2120,3.65,49.85
765,ohis,2500,4.01667,49.9333
766,martigny,2500,4.13333,49.8667
767,barisis,2700,3.32806,49.5787
768,epaux bezu,2400,3.35,49.1
769,abbecourt,2300,3.18333,49.6
770,hauteville,2120,3.51667,49.8667
771,benay,2440,3.31667,49.75
772,la neuville en beine,2300,3.15,49.6833
773,tupigny,2120,3.6,49.95
774,vervins,2140,3.9,49.8333
775,dorengt,2450,3.68333,49.9667
776,saint gobert,2140,3.81667,49.8
777,parcy et tigny,2210,3.335,49.2787
778,saint pierre les franqueville,2140,3.82361,49.8195
779,mont notre dame,2220,3.58333,49.3
780,mont saint martin,2220,3.63333,49.2833
781,chierry,2400,3.43333,49.0333
782,cutry,2600,3.18333,49.35
783,chevennes,2250,3.73333,49.8167
784,montigny le franc,2250,3.91667,49.6833
785,bourg et comin,2160,3.65,49.4
786,saint agnan,2330,3.6,49.0167
787,coulonges cohan,2130,3.63639,49.2012
788,premontre,2320,3.4,49.55
789,courtrizy et fussigny,2820,3.8,49.5167
790,jumencourt,2380,3.35,49.5167
791,clairfontaine,2260,3.98333,49.9833
792,sequehart,2420,3.33333,49.9167
793,agnicourt et sechelles,2340,3.95,49.7167
794,roucy,2160,3.81667,49.3667
795,premont,2110,3.38333,50
796,clastres,2440,3.23333,49.7333
797,le charmel,2850,3.55,49.1167
798,allemant,2320,3.45,49.4667
799,mont saint pere,2400,3.48333,49.0667
800,parfondeval,2360,4.16667,49.7333
801,chivres val,2880,3.43333,49.4
802,aubencheul aux bois,2420,3.26667,50.0333
803,montfaucon,2540,3.45,48.95
804,les autels,2360,4.2257,49.7667
805,fontenoy,2290,3.2,49.4167
806,crecy au mont,2380,3.31667,49.4833
807,morcourt,2100,3.31667,49.8667
808,neuville sur margival,2880,3.4,49.45
809,cys la commune,2220,3.56667,49.4
810,marizy saint mard,2470,3.21667,49.1833
811,villeret,2420,3.18333,49.95
812,amifontaine,2190,3.91667,49.4833
813,fontaine uterte,2110,3.36667,49.9167
814,dolignon,2360,4.08333,49.7167
815,etaves et bocquiaux,2110,3.45,49.9333
816,rocquigny,2260,3.98333,50.0333
817,mortiers,2270,3.66667,49.6833
818,rozoy sur serre,2360,4.13333,49.7167
819,malzy,2120,3.73333,49.9
820,bellenglise,2420,3.25,49.9167
821,cerny en laonnois,2860,3.66667,49.45
822,montloue,2340,4.06667,49.6667
823,sainte genevieve,2340,4.07139,49.7195
824,neuve maison,2500,4.03333,49.9333
825,bezu saint germain,2400,3.4,49.1
826,etreaupont,2580,3.91667,49.9
827,berthenicourt,2240,3.38333,49.7667
828,thiernu,2250,3.8,49.75
829,laigny,2140,3.86667,49.85
830,aisonville et bernoville,2110,3.53333,49.9333
831,crouy,2880,3.36667,49.4
832,hirson,2500,4.08333,49.9167
833,bagneux,2290,3.28333,49.4667
834,autremencourt,2250,3.8,49.7
835,la celle sous montmirail,2540,3.46611,48.8648
836,conde sur aisne,2370,3.45,49.4
837,blerancourt,2300,3.15,49.5167
838,monthurel,2330,3.55,49.0167
839,petit verly,2630,3.55,49.9667
840,soize,2340,4.08333,49.7
841,saconin et breuil,2200,3.25,49.3667
842,largny sur automne,2600,3.05,49.2667
843,sommeron,2260,3.95,49.95
844,veslud,2840,3.73333,49.5333
845,liesse notre dame,2350,3.80445,49.6095
846,chaudun,2200,3.26667,49.3167
847,vuillery,2880,3.38333,49.4333
848,omissy,2100,3.31667,49.8833
849,pavant,2310,3.28333,48.95
850,missy sur aisne,2880,3.43333,49.3833
851,cugny,2480,3.15,49.7
852,parfondru,2840,3.71667,49.5333
853,coingt,2360,4.08333,49.7833
854,fonsomme,2110,3.4,49.9
855,dury,2480,3.12889,49.7506
856,royaucourt et chailvet,2000,3.53333,49.5167
857,landricourt,2380,3.36667,49.5
858,sissonne,2150,3.9,49.5667
859,berlise,2340,4.11667,49.6667
860,ribemont,2240,3.46667,49.8
861,sains richaumont,2120,3.7,49.8167
862,filain,2000,3.55,49.4667
863,chevregny,2000,3.58333,49.4667
864,montchalons,2860,3.73333,49.5167
865,brumetz,2810,3.15,49.1
866,taillefontaine,2600,3.03333,49.3167
867,guny,2300,3.26667,49.5167
868,fresnoy le grand,2230,3.41667,49.95
869,nouvron vingre,2290,3.2,49.4333
870,magny la fosse,2420,3.28333,49.9333
871,cuisy en almont,2200,3.25,49.4167
872,montbavin,2000,3.51667,49.5333
873,vorges,2860,3.65,49.5167
874,montescourt lizerolles,2440,3.2575,49.7387
875,pont arcy,2160,3.61667,49.3833
876,grugies,2680,3.26667,49.8
877,bieuxy,2290,3.26667,49.45
878,marcy,2720,3.4,49.8333
879,braine,2220,3.53333,49.3333
880,orgeval,2860,3.7,49.5167
881,marest dampcourt,2300,3.15,49.6
882,cilly,2250,3.83333,49.7333
883,harly,2100,3.31667,49.8333
884,rouvroy,2100,3.31667,49.85
885,romeny sur marne,2310,3.33333,48.9833
886,douchy,2590,3.11667,49.7667
887,vauxtin,2220,3.6,49.35
888,rogecourt,2800,3.41667,49.6333
889,montigny lengrain,2290,3.1,49.3667
890,houry,2140,3.85,49.7833
891,pierrepont,2350,3.78333,49.65
892,dohis,2360,4.13333,49.75
893,brasles,2400,3.43333,49.05
894,aubigny en laonnois,2820,3.8,49.5
895,paissy,2160,3.7,49.4167
896,nouvion le comte,2800,3.46667,49.6833
897,monceau le neuf et faucouzy,2270,3.61584,49.7698
898,raillimont,2360,4.15,49.7083
899,dammard,2470,3.2,49.15
900,passy sur marne,2850,3.56667,49.0667
901,lempire,2420,3.16667,49.9833
902,cuiry les chaudardes,2160,3.76667,49.3833
903,housset,2250,3.7,49.7833
904,billy sur aisne,2200,3.38333,49.3667
905,belleu,2200,3.33333,49.3667
906,pontavert,2160,3.81667,49.4167
907,dizy le gros,2340,4.01667,49.6333
908,crouttes sur marne,2310,3.24,48.98
909,courmelles,2200,3.31667,49.35
910,bichancourt,2300,3.21667,49.5833
911,beauvois en vermandois,2590,3.1,49.8167
912,priez,2470,3.26667,49.1333
913,chassemy,2370,3.5,49.3833
914,etrepilly,2400,3.33333,49.0833
915,artemps,2480,3.18333,49.7667
916,frieres faillouel,2700,3.25,49.6667
917,wiege faty,2120,3.73333,49.8833
918,saint nicolas aux bois,2410,3.41667,49.6
919,gricourt,2100,3.25,49.8833
920,blesmes,2400,3.45,49.0333
921,ville savoye,2220,3.63333,49.3
922,mercin et vaux,2200,3.28333,49.3833
923,chevresis monceau,2270,3.56667,49.75
924,beaurevoir,2110,3.3,50
925,saint bandry,2290,3.16667,49.3667
926,vregny,2880,3.41667,49.4167
927,vadencourt,2120,3.58333,49.9333
928,vierzy,2210,3.28333,49.2833
929,caillouel crepigny,2300,3.15,49.6167
930,nizy le comte,2150,4.05,49.5667
931,vendieres,2540,3.45,48.8667
932,buzancy,2200,3.35,49.3167
933,jeantes,2140,4.05,49.8
934,connigis,2330,3.53333,49.0333
935,torcy en valois,2810,3.26667,49.0833
936,coucy la ville,2380,3.33333,49.5333
937,goudelancourt les pierrepont,2350,3.85473,49.6689
938,passy en valois,2470,3.2,49.1667
939,montgru saint hilaire,2210,3.33333,49.1833
940,mont d origny,2390,3.48333,49.8333
941,vassogne,2160,3.73333,49.4167
942,maissemy,2490,3.2,49.8833
943,rogny,2140,3.81667,49.7667
944,venerolles,2510,3.63333,49.9667
945,clamecy,2880,3.36667,49.4333
946,viel arcy,2160,3.61667,49.3833
947,guyencourt,2160,3.83333,49.35
948,mennevret,2630,3.55,49.9833
949,caulaincourt,2490,3.1,49.8667
950,oulchy le chateau,2210,3.35,49.2
951,guise,2120,3.63333,49.9
952,champs,2670,3.25,49.5333
953,sainte preuve,2350,3.91667,49.6167
954,proix,2120,3.56667,49.9
955,ambleny,2290,3.18333,49.3833
956,ribeauville,2110,3.58333,50.05
957,tugny et pont,2640,3.15,49.75
958,fresnes,2380,3.36973,49.5539
959,bourguignon sous montbavin,2000,3.54139,49.5281
960,neuvillette,2390,3.46667,49.85
961,saint thomas,2820,3.81667,49.5
962,marfontaine,2140,3.78333,49.8
963,besmont,2500,4.11667,49.8333
964,lehaucourt,2420,3.28333,49.9167
965,brissy hamegicourt,2240,3.38028,49.7437
966,plomion,2140,4.01667,49.8
967,savy,2590,3.18333,49.8
968,puisieux et clanlieu,2120,3.66667,49.85
969,ciry salsogne,2220,3.46667,49.3667
970,crupilly,2120,3.75,49.9167
971,dommiers,2600,3.21667,49.3333
972,etreillers,2590,3.15,49.8167
973,chouy,2210,3.25,49.2
974,landifay et bertaignemont,2120,3.6,49.8167
975,silly la poterie,2460,3.15,49.2
976,nauroy,2420,3.25,49.95
977,lime,2220,3.55,49.3167
978,aubigny aux kaisnes,2590,3.11667,49.7833
979,monceau le waast,2840,3.7,49.6167
980,cuiry les iviers,2360,4.10973,49.7614
981,regny,2240,3.41667,49.8167
982,villers saint christophe,2590,3.1,49.7833
983,chaillevois,2000,3.51667,49.5167
984,vezilly,2130,3.7,49.1833
985,lappion,2150,3.96667,49.6167
986,fresnes en tardenois,2130,3.55,49.15
987,grand rozoy,2210,3.38333,49.2333
988,conde sur suippe,2190,3.95,49.4167
989,celles les conde,2330,3.56667,49.0167
990,cessieres,2320,3.48333,49.5667
991,courboin,2330,3.5,49
992,verdilly,2400,3.41667,49.0667
993,sorbais,2580,3.9,49.9167
994,thenailles,2140,3.95,49.8167
995,menneville,2190,4,49.4167
996,bonneil,2400,3.35,49
997,couvron et aumencourt,2270,3.51667,49.65
998,chavignon,2000,3.51667,49.4833
999,gandelu,2810,3.18333,49.1
1000,le thuel,2340,4.07695,49.6495
1001,septvaux,2410,3.38333,49.5667
1002,neufchatel sur aisne,2190,4.03333,49.4333
1003,boncourt,2350,3.95,49.6167
1004,monampteuil,2000,3.56667,49.4833
1005,villiers saint denis,2310,3.26723,48.9931
1006,glennes,2160,3.71667,49.35
1007,jussy,2480,3.23333,49.7167
1008,croix fonsomme,2110,3.4,49.9167
1009,bertaucourt epourdon,2800,3.38333,49.6167
1010,bucilly,2500,4.08333,49.8833
1011,saint thibaut,2220,3.61667,49.3
1012,landouzy la ville,2140,4.05,49.8667
1013,goudelancourt les berrieux,2820,3.84917,49.4967
1014,colligis crandelain,2860,3.65,49.4833
1015,nesles la montagne,2400,3.41667,49.0167
1016,la capelle,2260,3.91639,49.9773
1017,aizelles,2820,3.81667,49.4833
1018,vermand,2490,3.15,49.8667
1019,monthiers,2400,3.3,49.1
1020,saint pierremont,2250,3.88333,49.7167
1021,celles sur aisne,2370,3.48333,49.4167
1022,evergnicourt,2190,4.03333,49.4333
1023,fossoy,2650,3.48333,49.05
1024,muscourt,2160,3.75,49.3667
1025,chaudardes,2160,3.78333,49.3833
1026,remigny,2440,3.28333,49.7167
1027,mons en laonnois,2000,3.55334,49.5373
1028,charly sur marne,2310,3.28528,48.9773
1029,chateau thierry,2400,3.4,49.05
1030,eppes,2840,3.73333,49.55
1031,vauxrezis,2200,3.28056,49.4137
1032,chatillon les sons,2270,3.68333,49.75
1033,vivieres,2600,3.1,49.3
1034,coyolles,2600,3.05,49.2333
1035,rozieres sur crise,2200,3.35,49.3333
1036,thenelles,2390,3.46667,49.8167
1037,nogentel,2400,3.4,49.0167
1038,la chapelle sur chezy,2570,3.38333,48.95
1039,concevreux,2160,3.78333,49.3833
1040,grandrieux,2360,4.18333,49.7333
1041,origny en thierache,2550,4.01667,49.9
1042,achery,2800,3.38333,49.6833
1043,lesdins,2100,3.33333,49.9
1044,liez,2700,3.28333,49.6833
1045,haramont,2600,3.05,49.2833
1046,mennessis,2700,3.26667,49.7
1047,levergies,2420,3.31667,49.9333
1048,ollezy,2480,3.13333,49.7167
1049,colonfay,2120,3.7,49.85
1050,vauxbuin,2200,3.3,49.3667
1051,la vallee mulatre,2110,3.56667,50.0167
1052,revillon,2160,3.7,49.3667
1053,watigny,2830,4.2,49.9
1054,grand verly,2120,3.58333,49.9333
1055,troesnes,2460,3.16973,49.1931
1056,nouvion et catillon,2270,3.48333,49.7
1057,villers helon,2600,3.26667,49.2667
1058,buironfosse,2620,3.83333,49.9667
1059,courchamps,2810,3.26667,49.1167
1060,noyant et aconin,2200,3.33333,49.3333
1061,saint simon,2640,3.16667,49.75
1062,beautor,2800,3.33333,49.65
1063,presles et thierny,2860,3.61667,49.5167
1064,monceau les leups,2270,3.48333,49.6667
1065,montcornet,2340,4.01723,49.6956
1066,viels maisons,2540,3.4,48.9
1067,marizy sainte genevieve,2470,3.2,49.1833
1068,autreppes,2580,3.85,49.9
1069,moy de l aisne,2610,3.36667,49.75
1070,any martin rieux,2500,4.2165,49.8833
1071,esqueheries,2170,3.75,49.9833
1072,trosly loire,2300,3.23333,49.5167
1073,fayet,2100,3.25,49.8667
1074,harcigny,2140,3.98333,49.8
1075,itancourt,2240,3.35,49.8
1076,brie,2870,3.4825,49.6009
1077,hinacourt,2440,3.28333,49.7333
1078,latilly,2210,3.31667,49.15
1079,holnon,2760,3.21667,49.8667
1080,marchais,2350,3.81667,49.5833
1081,parpeville,2240,3.55,49.7667
1082,vic sur aisne,2290,3.11667,49.4
1083,vigneux hocquet,2340,3.98333,49.7333
1084,vezaponin,2290,3.23333,49.4667
1085,braye en thierache,2140,3.96667,49.7833
1086,retheuil,2600,3.01667,49.3167
1087,fesmy le sart,2450,3.67834,50.042
1088,corbeny,2820,3.81667,49.4667
1089,fluquieres,2590,3.15,49.8
1090,pont saint mard,2380,3.28333,49.5
1091,montlevon,2330,3.53333,48.9667
1092,epagny,2290,3.25,49.4667
1093,vincy reuil et magny,2340,4.05,49.7167
1094,montigny sous marle,2250,3.8,49.75
1095,bois les pargny,2270,3.65,49.7167
1096,renneval,2340,4.05,49.7333
1097,travecy,2800,3.35,49.6833
1098,lesges,2220,3.5,49.3
1099,crecy sur serre,2270,3.61667,49.7
1100,la selve,2150,4,49.5667
1101,neuville saint amand,2100,3.33333,49.8167
1102,bouresches,2400,3.3,49.0667
1103,beaume,2500,4.15,49.8333
1104,le nouvion en thierache,2170,3.78333,50.0167
1105,erlon,2250,3.71667,49.7167
1106,viry noureuil,2300,3.25,49.6333
1107,lizy,2320,3.46667,49.5167
1108,dravegny,2130,3.63333,49.2333
1109,suzy,2320,3.46667,49.55
1110,deuillet,2700,3.35,49.6333
1111,molinchart,2000,3.53333,49.5667
1112,la ville aux bois les pontavert,2160,3.84973,49.4278
1113,arrancy,2860,3.75,49.4833
1114,saint christophe a berry,2290,3.13333,49.4167
1115,gronard,2140,3.88333,49.7833
1116,crepy,2870,3.51389,49.6042
1117,bruyeres et montberault,2860,3.66667,49.5167
1118,bethancourt en vaux,2300,3.15,49.6167
1119,vauxaillon,2320,3.4,49.4833
1120,charteves,2400,3.5,49.0833
1121,marcy sous marle,2250,3.73333,49.7333
1122,clacy et thierret,2000,3.56667,49.55
1123,goussancourt,2130,3.66667,49.1667
1124,margival,2880,3.4,49.4333
1125,barzy sur marne,2850,3.55,49.0833
1126,pinon,2320,3.45,49.4833
1127,brancourt en laonnois,2320,3.41667,49.5167
1128,vassens,2290,3.15,49.4667
1129,essigny le grand,2690,3.28333,49.7667
1130,cheret,2860,3.68333,49.5167
1131,essigny le petit,2100,3.36667,49.9
1132,mareuil en dole,2130,3.55,49.25
1133,saint quentin,2100,3.28333,49.85
1134,vendhuile,2420,3.21667,50.0167
1135,contescourt,2680,3.23333,49.8
1136,monnes,2470,3.21667,49.15
1137,domptin,2310,3.28333,49.0167
1138,besme,2300,3.16667,49.5333
1139,vauxcere,2160,3.63333,49.35
1140,molain,2110,3.51667,50.0167
1141,ployart et vaurseine,2860,3.74445,49.4884
1142,hautevesnes,2810,3.23333,49.1167
1143,couvrelles,2220,3.48333,49.35
1144,buire,2500,4.05,49.9
1145,aulnois sous laon,2000,3.6,49.6167
1146,courmont,2130,3.56667,49.15
1147,pargnan,2160,3.7,49.4
1148,martigny courpierre,2860,3.68333,49.4833
1149,saint mard,2220,3.58334,49.387
1150,coucy le chateau auffrique,2380,3.3225,49.5203
1151,dallon,2680,3.23333,49.8167
1152,armentieres sur ourcq,2210,3.38333,49.1833
1153,mezieres sur oise,2240,3.4,49.7667
1154,bergues sur sambre,2450,3.71667,50.0333
1155,la neuville bosmont,2250,3.85,49.7167
1156,montreuil aux lions,2310,3.2,49.0167
1157,meurival,2160,3.76667,49.35
1158,septmonts,2200,3.35,49.3333
1159,pleine selve,2240,3.51667,49.7833
1160,bellicourt,2420,3.23333,49.95
1161,ancienville,2600,3.21667,49.2167
1162,leschelle,2170,3.76667,49.9667
1163,fieulaine,2110,3.45,49.8833
1164,villers agron aiguizy,2130,3.7,49.15
1165,fere en tardenois,2130,3.51667,49.2
1166,cramaille,2130,3.45,49.2333
1167,homblieres,2720,3.36667,49.85
1168,ognes,2300,3.19417,49.6109
1169,gouy,2420,3.25473,50.0017
1170,ressons le long,2290,3.15,49.3833
1171,bucy les pierrepont,2350,3.9,49.65
1172,nouvion le vineux,2860,3.61667,49.5
1173,rozoy bellevalle,2540,3.45,48.9167
1174,rouvroy sur serre,2360,4.16667,49.7167
1175,versigny,2800,3.43333,49.65
1176,assis sur serre,2270,3.56667,49.6833
1177,vaux andigny,2110,3.51667,50.0167
1178,fontaine les vervins,2140,3.9,49.85
1179,luzoir,2500,3.96667,49.9333
1180,montbrehain,2110,3.35,49.9667
1181,erloy,2260,3.81667,49.9
1182,papleux,2260,3.88333,50.0167
1183,seboncourt,2110,3.48333,49.95
1184,hannapes,2510,3.61667,49.9667
1185,monceau sur oise,2120,3.7,49.9
1186,froidmont cohartille,2270,3.7,49.6833
1187,resigny,2360,4.2,49.7333
1188,sery les mezieres,2240,3.41667,49.7667
1189,merlieux et fouquerolles,2000,3.5,49.5167
1190,l epine aux bois,2540,3.45,48.8833
1191,andelain,2800,3.36667,49.6333
1192,jeancourt,2490,3.15,49.9333
1193,essises,2570,3.41667,48.9667
1194,villers cotterets,2600,3.08333,49.25
1195,soupir,2160,3.6,49.4167
1196,camelin,2300,3.13417,49.5248
1197,longueval barbonval,2160,3.65278,49.3595
1198,gergny,2260,3.91667,49.9167
1199,bohain en vermandois,2110,3.45,49.9833
1200,wimy,2500,4,49.9333
1201,mondrepuis,2500,4.06667,49.9667
1202,chamouille,2860,3.66667,49.4667
1203,rougeries,2140,3.8,49.8
1204,hary,2140,3.93333,49.7833
1205,iviers,2360,4.13333,49.7833
1206,noroy sur ourcq,2600,3.21667,49.2
1207,danizy,2800,3.38333,49.65
1208,gauchy,2430,3.26667,49.8167
1209,laffaux,2880,3.41667,49.45
1210,pouilly sur serre,2270,3.58333,49.6833
1211,trucy,2860,3.61667,49.4667
1212,vesles et caumont,2350,3.78333,49.6667
1213,oulchy la ville,2210,3.35,49.2167
1214,bourguignon sous coucy,2300,3.16667,49.55
1215,coucy les eppes,2840,3.76667,49.55
1216,juvincourt et damary,2190,3.9,49.45
1217,trefcon,2490,3.1,49.8667
1218,voyenne,2250,3.71667,49.7167
1219,launoy,2210,3.4,49.2667
1220,craonnelle,2160,3.76667,49.4333
1221,vendresse beaulne,2160,3.66667,49.4333
1222,braye en laonnois,2000,3.61667,49.4333
1223,sancy les cheminots,2880,3.46667,49.4333
1224,remies,2270,3.53333,49.6833
1225,pierremande,2300,3.25,49.5667
1226,cerny les bucy,2870,3.53333,49.5833
1227,pasly,2200,3.3,49.4
1228,autreville,2300,3.23333,49.5833
1229,oeuilly,2160,3.68333,49.3833
1230,saint paul aux bois,2300,3.2,49.5333
1231,lucy le bocage,2400,3.28333,49.05
1232,coupru,2310,3.26667,49.0333
1233,augy,2220,3.51667,49.3333
1234,essomes sur marne,2400,3.36667,49.0333
1235,venizel,2200,3.38333,49.3667
1236,neure,3320,2.98333,46.75
1237,andelaroche,3120,3.75,46.25
1238,limoise,3320,3.05,46.6833
1239,vendat,3110,3.35,46.15
1240,louchy montfand,3500,3.25,46.3167
1241,desertines,3630,2.61667,46.35
1242,montaiguet en forez,3130,3.8,46.2667
1243,saint yorre,3270,3.46667,46.0667
1244,garnat sur engievre,3230,3.65,46.6333
1245,arronnes,3250,3.56667,46.0667
1246,chezelle,3140,3.11667,46.2167
1247,chatelus,3120,3.73389,46.1931
1248,la chapelle aux chasses,3230,3.53333,46.6667
1249,saint palais,3370,2.3,46.4333
1250,fleuriel,3140,3.16667,46.2833
1251,lavault sainte anne,3310,2.6,46.3167
1252,bayet,3500,3.26667,46.25
1253,servilly,3120,3.6,46.2833
1254,chatillon,3210,3.13333,46.4667
1255,huriel,3380,2.48333,46.3667
1256,deux chaises,3240,3.03333,46.3833
1257,saint priest en murat,3390,2.91667,46.35
1258,villebret,3310,2.63333,46.2667
1259,neuilly en donjon,3130,3.88333,46.35
1260,saint fargeol,3420,2.63333,46.1333
1261,isle et bardais,3360,2.8,46.6833
1262,domerat,3410,2.53333,46.35
1263,taxat senat,3140,3.13333,46.2
1264,saint menoux,3210,3.15,46.5833
1265,archignat,3380,2.41667,46.3833
1266,saligny sur roudon,3470,3.75,46.4667
